Hotel Name,08/12/2015 && 1,08/12/2015 && 2,08/12/2015 && 3,08/12/2015 && 4,08/13/2015 && 1,08/13/2015 && 2,08/13/2015 && 3,08/13/2015 && 4,08/19/2015 && 1,08/19/2015 && 2,08/19/2015 && 3,08/19/2015 && 4,08/26/2015 && 1,08/26/2015 && 2,08/26/2015 && 3,08/26/2015 && 4,08/27/2015 && 1,08/27/2015 && 2,08/27/2015 && 3,08/27/2015 && 4,08/28/2015 && 1,08/28/2015 && 2,08/28/2015 && 3,08/28/2015 && 4,09/09/2015 && 1,09/09/2015 && 2,09/09/2015 && 3,09/09/2015 && 4,09/10/2015 && 1,09/10/2015 && 2,09/10/2015 && 3,09/10/2015 && 4,09/11/2015 && 1,09/11/2015 && 2,09/11/2015 && 3,09/11/2015 && 4,09/16/2015 && 1,09/16/2015 && 2,09/16/2015 && 3,09/16/2015 && 4,09/17/2015 && 1,09/17/2015 && 2,09/17/2015 && 3,09/17/2015 && 4,09/18/2015 && 1,09/18/2015 && 2,09/18/2015 && 3,09/18/2015 && 4,09/30/2015 && 1,09/30/2015 && 2,09/30/2015 && 3,09/30/2015 && 4,10/01/2015 && 1,10/01/2015 && 2,10/01/2015 && 3,10/01/2015 && 4,10/02/2015 && 1,10/02/2015 && 2,10/02/2015 && 3,10/02/2015 && 4,10/07/2015 && 1,10/07/2015 && 2,10/07/2015 && 3,10/07/2015 && 4,10/14/2015 && 1,10/14/2015 && 2,10/14/2015 && 3,10/14/2015 && 4,10/15/2015 && 1,10/15/2015 && 2,10/15/2015 && 3,10/15/2015 && 4,10/16/2015 && 1,10/16/2015 && 2,10/16/2015 && 3,10/16/2015 && 4,10/21/2015 && 1,10/21/2015 && 2,10/21/2015 && 3,10/21/2015 && 4,10/22/2015 && 1,10/22/2015 && 2,10/22/2015 && 3,10/22/2015 && 4,10/27/2015 && 1,10/27/2015 && 2,10/27/2015 && 3,10/27/2015 && 4,10/28/2015 && 1,10/28/2015 && 2,10/28/2015 && 3,10/28/2015 && 4,10/29/2015 && 1,10/29/2015 && 2,10/29/2015 && 3,10/29/2015 && 4,10/30/2015 && 1,10/30/2015 && 2,10/30/2015 && 3,10/30/2015 && 4,11/03/2015 && 1,11/03/2015 && 2,11/03/2015 && 3,11/03/2015 && 4,11/04/2015 && 1,11/04/2015 && 2,11/04/2015 && 3,11/04/2015 && 4,11/05/2015 && 1,11/05/2015 && 2,11/05/2015 && 3,11/05/2015 && 4,11/06/2015 && 1,11/06/2015 && 2,11/06/2015 && 3,11/06/2015 && 4,11/07/2015 && 1,11/07/2015 && 2,11/07/2015 && 3,11/07/2015 && 4,11/10/2015 && 1,11/10/2015 && 2,11/10/2015 && 3,11/10/2015 && 4,11/11/2015 && 1,11/11/2015 && 2,11/11/2015 && 3,11/11/2015 && 4,11/12/2015 && 1,11/12/2015 && 2,11/12/2015 && 3,11/12/2015 && 4,11/13/2015 && 1,11/13/2015 && 2,11/13/2015 && 3,11/13/2015 && 4,11/18/2015 && 1,11/18/2015 && 2,11/18/2015 && 3,11/18/2015 && 4,11/21/2015 && 1,11/21/2015 && 2,11/21/2015 && 3,11/21/2015 && 4,11/25/2015 && 1,11/25/2015 && 2,11/25/2015 && 3,11/25/2015 && 4,11/26/2015 && 1,11/26/2015 && 2,11/26/2015 && 3,11/26/2015 && 4,11/27/2015 && 1,11/27/2015 && 2,11/27/2015 && 3,11/27/2015 && 4,11/28/2015 && 1,11/28/2015 && 2,11/28/2015 && 3,11/28/2015 && 4
Howard Johnson Inn Jamaica JFK Airport NYC,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,99.05660377358491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,73.58490566037736,-1.0,-1.0,69.81132075471697,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,81.60377358490567,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,50.943396226415096,60.84905660377358,-1.0,33.018867924528294,39.62264150943396,-1.0,-1.0,-1.0,29.716981132075475,-1.0,-1.0,16.509433962264154,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17.924528301886795,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,6.132075471698116,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,16.037735849056602,-1.0,-1.0,0.0,5.660377358490564,-1.0,-1.0
Hudson New York Central Park,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,61.79604261796043,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,37.29071537290716,41.856925418569254,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,29.22374429223744,-1.0,21.004566210045667,-1.0,14.459665144596656,0.0,12.176560121765604,-1.0,9.589041095890423,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,19.02587519025876,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hyatt Herald Square New York,18.075313807531387,29.790794979079507,-1.0,-1.0,-1.0,-1.0,-1.0,20.502092050209214,10.543933054393307,8.870292887029294,-1.0,45.02092050209205,2.092050209205027,0.0,2.259414225941427,-1.0,25.523012552301253,4.351464435146454,15.64853556485356,2.092050209205027,23.43096234309624,15.64853556485356,14.142259414225947,23.09623430962344,44.26778242677825,45.77405857740586,54.81171548117155,-1.0,54.05857740585774,-1.0,-1.0,-1.0,-1.0,58.57740585774059,57.07112970711297,59.33054393305439,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,84.18410041841004,-1.0,-1.0,95.48117154811716,-1.0,-1.0,-1.0,-1.0,-1.0,48.03347280334728,49.5397489539749,48.03347280334728,-1.0,-1.0,-1.0,-1.0,-1.0,76.82008368200837,85.85774058577405,75.31380753138075,76.06694560669456,84.35146443514644,67.61506276150628,44.853556485355654,43.17991631799163,48.03347280334728,56.56903765690377,44.853556485355654,43.68200836820084,43.17991631799163,44.853556485355654,-1.0,-1.0,53.47280334728033,-1.0,57.23849372384937,54.05857740585774,43.68200836820084,42.928870292887034,45.94142259414226,43.68200836820084,-1.0,68.36820083682008,88.70292887029288,-1.0,45.77405857740586,45.02092050209205,-1.0,48.786610878661094,-1.0,32.384937238493734,32.384937238493734,30.878661087866107,43.17991631799163,41.50627615062762,44.01673640167364,-1.0,57.99163179916318,-1.0,57.23849372384937,-1.0,45.94142259414226,43.68200836820084,36.48535564853557,38.995815899581594,-1.0,-1.0,-1.0,-1.0,42.17573221757323,34.47698744769875,33.72384937238493,45.94142259414226,-1.0,26.945606694560666,44.01673640167364,43.17991631799163,45.94142259414226,-1.0,32.384937238493734,25.606694560669453,30.878661087866107,14.309623430962347,18.075313807531387,30.627615062761507,25.606694560669453,13.556485355648533,16.401673640167374,39.8326359832636,-1.0,25.104602510460253,22.259414225941427,26.443514644351467,17.907949790794987,20.920502092050214,20.1673640167364,21.673640167364027,3.5983263598326403,-1.0,2.092050209205027,-1.0,-1.0,8.870292887029294,11.38075313807532,21.673640167364027,8.870292887029294,20.920502092050214,11.38075313807532,-1.0,29.958158995815907,28.953974895397494,29.790794979079507,-1.0,47.28033472803347,47.28033472803347,46.52719665271967,82.51046025104603
Hyatt Place Flushing LaGuardia Airport,-1.0,-1.0,-1.0,-1.0,-1.0,27.909270216962526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.508875739644964,-1.0,-1.0,-1.0,93.58974358974359,-1.0,50.59171597633136,12.721893491124263,100.0,70.01972386587771,45.56213017751479,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,95.95660749506904,-1.0,-1.0,78.2051282051282,-1.0,-1.0,-1.0,60.45364891518737,83.1360946745562,81.16370808678501,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.950690335305723,-1.0,-1.0,32.840236686390526,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,6.508875739644964,-1.0,-1.0,-1.0,28.30374753451676,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,1.0848126232741606,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hyatt Place New York Midtown South,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.6116035455277995,0.0,-1.0,-1.0,51.81305398871877,-1.0,-1.0,-1.0,-1.0,54.06929895245769,-1.0,-1.0,-1.0,-1.0,-1.0,67.84850926672038,70.9105560032232,73.24738114423852,-1.0,-1.0,-1.0,-1.0,60.99919419822724,59.22643029814665,-1.0,60.99919419822724,-1.0,-1.0,-1.0,73.24738114423852,-1.0,-1.0,-1.0,-1.0,48.348106365834006,45.9307010475423,-1.0,45.9307010475423,-1.0,-1.0,-1.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.468170829975826,-1.0,-1.0,37.8726833199033,34.6494762288477,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.68090249798549,45.52780016116035,-1.0,-1.0,49.153908138597906,-1.0,-1.0,47.703464947622884,-1.0,-1.0,-1.0,-1.0,-1.0,53.182917002417405,-1.0,-1.0,34.6494762288477,55.68090249798549,-1.0,-1.0,53.505237711522966,52.780016116035455,-1.0,27.397260273972606,26.672038678485094,30.298146655922636,34.6494762288477,-1.0,-1.0,34.6494762288477,-1.0,-1.0,28.122481869460117,26.672038678485094,-1.0,45.52780016116035,45.52780016116035,-1.0,45.52780016116035,37.8726833199033,37.8726833199033,37.8726833199033,33.843674456083804,19.339242546333594,9.669621273166797,17.727639000805794,9.669621273166797,-1.0,12.167606768734885,33.92425463336019,-1.0,-1.0,20.950846091861393,-1.0,-1.0,-1.0,8.541498791297343,12.167606768734885,-1.0,-1.0,19.419822723609983,1.6116035455277995,-1.0,13.698630136986296,13.698630136986296,20.950846091861393,19.339242546333594,7.816277195809832,12.892828364222396,13.618049959709907,7.816277195809832,45.52780016116035,30.298146655922636,27.397260273972606,27.397260273972606,-1.0,55.68090249798549,55.68090249798549,-1.0
Hyatt Times Square New York,-1.0,26.64551942902459,27.4385408406027,29.024583663758932,-1.0,30.61062648691515,28.231562252180808,-1.0,-1.0,-1.0,27.4385408406027,-1.0,22.680412371134025,26.64551942902459,27.4385408406027,25.85249801744648,35.368754956383825,23.473433782712135,23.473433782712135,21.094369547977806,-1.0,30.61062648691515,23.473433782712135,-1.0,-1.0,-1.0,64.71054718477399,-1.0,65.5035685963521,64.71054718477399,64.71054718477399,-1.0,-1.0,82.15701823949246,63.91752577319588,68.67565424266455,-1.0,-1.0,-1.0,-1.0,-1.0,78.19191118160191,67.08961141950833,67.08961141950833,81.36399682791435,66.2965900079302,61.53846153846154,70.26169706582078,-1.0,-1.0,-1.0,73.43378271213322,-1.0,69.46867565424267,85.32910388580491,78.19191118160191,-1.0,88.50118953211737,85.32910388580491,91.27676447264076,-1.0,-1.0,-1.0,-1.0,100.0,84.93259318001586,84.13957176843775,73.43378271213322,-1.0,88.50118953211737,85.32910388580491,84.5360824742268,-1.0,88.50118953211737,85.32910388580491,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,57.57335448057098,64.71054718477399,62.33148295003965,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.81284694686757,81.36399682791435,-1.0,74.22680412371135,-1.0,-1.0,77.3988897700238,52.815226011102304,-1.0,-1.0,40.52339413164156,-1.0,-1.0,-1.0,-1.0,38.54084060269628,36.16177636796194,21.887390959555916,-1.0,64.71054718477399,57.57335448057098,-1.0,-1.0,64.71054718477399,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,54.797779540047586,-1.0,-1.0,-1.0,-1.0,-1.0,50.43616177636797,-1.0,-1.0,-1.0,54.40126883425853,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,5.709754163362419,0.0,9.992069785884226,20.697858842188737,-1.0,19.984139571768438,24.266455194290245,-1.0,24.980174464710558,27.121332275971454,-1.0,-1.0,23.949246629659,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Hyatt Union Square New York,22.879999999999995,-1.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,22.879999999999995,-1.0,37.28,-1.0,52.08,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,74.16,72.64,84.8,87.84,62.0,69.6,60.48,71.12,98.48,-1.0,75.68,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,66.47999999999999,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.44,64.32,64.32,100.0,80.16,88.8,83.03999999999999,67.12,61.44,-1.0,72.32,63.199999999999996,56.8,-1.0,83.28,57.12,70.88,55.68,64.64,96.8,-1.0,95.36,-1.0,-1.0,72.96000000000001,-1.0,74.4,-1.0,-1.0,74.96000000000001,64.8,-1.0,67.2,77.28,-1.0,60.0,62.88,-1.0,-1.0,47.92,-1.0,-1.0,47.92,64.24000000000001,62.8,65.52,72.24,-1.0,-1.0,-1.0,-1.0,-1.0,76.16,43.76,-1.0,-1.0,-1.0,45.12,-1.0,-1.0,56.0,61.44,66.96000000000001,-1.0,-1.0,68.24,53.36,61.519999999999996,62.8,65.52,65.6,47.92,51.92,46.48,41.12,52.0,53.28,41.04,47.92,26.159999999999997,34.239999999999995,42.4,42.48,-1.0,-1.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,55.839999999999996,56.08,49.04,53.519999999999996,72.88,69.12,-1.0,-1.0
Jet Luxury at the Trump SoHo,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.905717151454354,0.0,-1.0,-1.0,-1.0,-1.0,88.86659979939819,91.27382146439318,-1.0,86.55967903711134,84.25275827482447,81.84553660982948,-1.0,81.84553660982948,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,100.0,100.0,100.0,100.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
Langham Place New York Fifth Avenue,47.292666209732694,38.65661411925977,49.04043865661412,12.337217272104184,1.4210854715202004e-14,38.65661411925977,3.0843043180260565,-1.0,12.302947224126115,13.639479095270744,12.954078135709395,15.010281014393428,8.910212474297467,13.228238519533932,15.284441398217965,23.166552433173408,1.0281014393420236,7.196710075394108,8.224811514736132,-1.0,-1.0,-1.0,-1.0,16.24400274160385,82.45373543522962,87.45716244002742,79.57505140507197,-1.0,-1.0,81.28855380397533,-1.0,-1.0,-1.0,73.74914324880055,-1.0,-1.0,84.27004797806717,75.83961617546265,93.69431117203564,95.44208361891707,60.623714873200825,85.88074023303633,73.74914324880055,-1.0,-1.0,-1.0,-1.0,-1.0,51.61069225496916,47.189856065798494,47.189856065798494,56.06579849211789,62.06305688827965,60.623714873200825,-1.0,100.0,60.623714873200825,-1.0,-1.0,-1.0,64.87320082248115,64.63331048663468,77.6559287183002,95.44208361891707,59.59561343385881,59.49280328992461,67.71761480466073,73.26936257710761,53.42700479780672,60.24674434544209,-1.0,59.59561343385881,-1.0,-1.0,-1.0,-1.0,49.451679232350926,38.279643591501035,51.850582590815634,56.2714187799863,39.65044551062372,49.280328992460596,46.88142563399589,-1.0,69.08841672378341,46.88142563399589,62.097326936257716,54.07813570939,44.48252227553119,45.68197395476354,50.47978067169294,-1.0,28.23851953392736,-1.0,57.71076079506511,-1.0,-1.0,54.79780671692941,-1.0,-1.0,72.92666209732694,53.01576422206991,64.29061000685401,73.26936257710761,54.07813570939,57.33379026730638,65.49006168608636,72.72104180945854,41.501028101439346,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,59.49280328992461,44.48252227553119,48.08087731322824,52.87868403015764,42.08361891706649,40.884167237834134,45.68197395476354,50.47978067169294,-1.0,41.32967786154901,42.56339958875943,-1.0,-1.0,-1.0,-1.0,59.97258396161755,40.9184372858122,50.61686086360521,54.352296093214534,60.21247429746402,-1.0,-1.0,-1.0,-1.0,39.68471555860179,39.68471555860179,45.68197395476354,-1.0,28.889650445510625,-1.0,-1.0,-1.0,33.104866346812884,-1.0,-1.0,39.03358464701851,-1.0,-1.0,56.44276901987663,56.81973954763537
Le Parker Meridien New York,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0966767371601236,6.042296072507554,-1.0,-1.0,6.797583081571005,3.6253776435045353,0.7552870090634514,-1.0,14.350453172205448,11.404833836858018,-1.0,-1.0,-1.0,-1.0,-1.0,42.74924471299094,47.129909365558916,46.75226586102719,40.03021148036254,69.25981873111783,61.25377643504532,55.135951661631424,-1.0,57.703927492447136,62.764350453172206,67.14501510574019,72.809667673716,51.81268882175227,56.19335347432025,58.912386706948645,54.68277945619336,73.33836858006043,48.26283987915408,63.51963746223565,58.081570996978854,64.95468277945619,70.54380664652568,75.07552870090635,79.98489425981873,70.69486404833837,69.93957703927492,61.329305135951664,57.175226586102724,83.1570996978852,78.32326283987916,66.3141993957704,-1.0,42.74924471299094,47.2809667673716,52.11480362537765,56.34441087613293,-1.0,62.83987915407855,-1.0,39.57703927492447,51.13293051359517,47.73413897280967,46.37462235649547,40.86102719033233,88.4441087613293,71.67673716012085,66.16314199395771,-1.0,-1.0,56.797583081571,61.329305135951664,66.76737160120845,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,71.90332326283988,77.0392749244713,72.809667673716,48.26283987915408,53.096676737160124,57.175226586102724,62.00906344410876,52.11480362537765,48.11178247734139,43.58006042296073,44.486404833836865,58.081570996978854,52.56797583081571,48.48942598187311,-1.0,69.78851963746223,65.70996978851963,-1.0,-1.0,-1.0,47.73413897280967,51.73716012084592,55.4380664652568,36.93353474320242,39.35045317220544,43.051359516616316,46.601208459214504,38.29305135951662,34.59214501510574,30.287009063444117,26.208459214501516,61.10271903323263,50.98187311178248,46.90332326283988,-1.0,-1.0,-1.0,-1.0,-1.0,4.5317220543806656,7.326283987915417,10.196374622356501,12.990936555891238,-1.0,33.53474320241692,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,75.83081570996978,68.27794561933536,65.33232628398792,59.74320241691843,100.0,97.05438066465257,91.38972809667673,-1.0
Loews Regency New York Hotel,5.217391304347828,10.869565217391312,5.217391304347828,-1.0,0.0,0.0,-1.0,-1.0,5.217391304347828,3.4782608695652186,5.217391304347828,-1.0,1.7391304347826093,3.4782608695652186,5.217391304347828,-1.0,1.7391304347826093,3.4782608695652186,-1.0,-1.0,3.4782608695652186,5.217391304347828,3.4782608695652186,1.7391304347826093,65.21739130434783,69.56521739130434,73.91304347826087,78.26086956521739,56.52173913043478,65.21739130434783,69.56521739130434,65.21739130434783,69.56521739130434,73.91304347826087,69.56521739130434,100.0,-1.0,69.56521739130434,73.91304347826087,82.6086956521739,-1.0,76.08695652173913,-1.0,-1.0,80.43478260869566,78.26086956521739,76.08695652173913,82.6086956521739,-1.0,86.95652173913044,100.0,-1.0,65.21739130434783,69.56521739130434,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,62.608695652173914,61.73913043478261,64.78260869565217,-1.0,73.91304347826087,61.73913043478261,64.78260869565217,76.08695652173913,54.78260869565217,69.56521739130434,76.08695652173913,73.91304347826087,67.3913043478261,63.04347826086956,63.04347826086956,56.52173913043478,44.78260869565217,47.173913043478265,48.69565217391305,56.08695652173913,54.78260869565217,61.73913043478261,54.56521739130435,60.434782608695656,73.91304347826087,69.56521739130434,45.26086956521739,47.0,65.21739130434783,38.30434782608696,36.56521739130435,38.30434782608696,65.21739130434783,29.60869565217392,27.86956521739131,43.47826086956522,27.86956521739131,29.60869565217392,38.30434782608696,40.04347826086957,47.0,36.56521739130435,31.34782608695653,48.73913043478261,26.086956521739125,36.56521739130435,31.34782608695653,40.04347826086957,45.65217391304348,45.65217391304348,39.130434782608695,43.47826086956522,26.130434782608702,31.34782608695653,52.173913043478265,29.60869565217392,47.82608695652174,52.173913043478265,47.82608695652174,-1.0,65.21739130434783,34.78260869565217,31.34782608695653,52.173913043478265,29.60869565217392,29.60869565217392,31.34782608695653,31.34782608695653,54.34782608695652,17.391304347826093,17.391304347826093,17.391304347826093,34.78260869565217,17.391304347826093,17.391304347826093,43.47826086956522,52.173913043478265,-1.0,-1.0,-1.0,6.521739130434781,12.217391304347828,13.956521739130437,15.695652173913047,23.913043478260875,19.173913043478265,19.565217391304344,22.652173913043484,-1.0,-1.0,35.652173913043484,41.73913043478261,-1.0,-1.0,35.652173913043484,54.78260869565217,-1.0,-1.0,50.0,-1.0
Magnuson Convention Center Hotel,50.539083557951486,53.77358490566038,53.90835579514825,50.539083557951486,23.85444743935311,26.41509433962264,26.81940700808626,24.528301886792462,32.345013477088955,35.579514824797855,33.288409703504044,30.59299191374663,7.008086253369285,9.164420485175214,8.894878706199464,6.334231805929932,1.4210854715202004e-14,1.8867924528301927,1.617250673854457,1.4210854715202004e-14,5.390835579514828,7.951482479784374,7.951482479784374,6.064690026954182,75.2021563342318,79.11051212938006,78.30188679245283,74.25876010781671,74.93261455525607,78.4366576819407,77.22371967654986,76.54986522911051,-1.0,54.716981132075475,55.25606469002696,52.42587601078167,96.09164420485175,100.0,-1.0,-1.0,75.33692722371967,79.38005390835579,77.49326145552561,76.68463611859838,76.1455525606469,78.30188679245283,77.088948787062,73.98921832884098,79.78436657681941,83.28840970350404,81.94070080862534,-1.0,66.98113207547169,70.48517520215634,76.41509433962264,73.98921832884098,63.20754716981132,62.66846361185984,62.80323450134771,59.43396226415095,-1.0,-1.0,-1.0,-1.0,86.65768194070081,90.8355795148248,89.08355795148248,-1.0,61.99460916442049,65.49865229110512,63.20754716981132,61.05121293800539,59.83827493261456,63.881401617250674,62.938005390835585,59.97304582210243,-1.0,-1.0,-1.0,-1.0,66.30727762803235,70.35040431266847,67.38544474393531,65.09433962264151,69.2722371967655,72.50673854447439,73.45013477088949,69.6765498652291,-1.0,76.68463611859838,76.54986522911051,-1.0,65.36388140161725,69.2722371967655,-1.0,-1.0,52.695417789757414,56.46900269541779,54.177897574123996,51.752021563342325,-1.0,58.08625336927224,58.62533692722372,55.39083557951483,59.43396226415095,62.66846361185984,63.07277628032345,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,58.08625336927224,57.277628032345014,54.312668463611864,51.752021563342325,55.121293800539085,54.177897574123996,51.34770889487871,44.0700808625337,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,24.528301886792462,27.358490566037744,25.741239892183287,23.989218328840977,-1.0,32.47978436657682,31.80592991913747,29.380053908355805,-1.0,-1.0,-1.0,-1.0,9.703504043126685,11.590296495956878,11.725067385444746,9.568733153638817,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
